,location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
49039,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-20 21:00:00+00:00,2018-06-20 15:00:00-06:00,no2,0.002,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49048,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-20 21:00:00+00:00,2018-06-20 15:00:00-06:00,no2,0.006999999999999999,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49051,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-20 20:00:00+00:00,2018-06-20 14:00:00-06:00,no2,0.006999999999999999,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49056,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-20 20:00:00+00:00,2018-06-20 14:00:00-06:00,no2,0.002,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49057,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-20 20:00:00+00:00,2018-06-20 14:00:00-06:00,no2,0.01,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49070,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-20 19:00:00+00:00,2018-06-20 13:00:00-06:00,no2,0.006,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49077,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-20 19:00:00+00:00,2018-06-20 13:00:00-06:00,no2,0.002,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49082,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-20 19:00:00+00:00,2018-06-20 13:00:00-06:00,no2,0.009000000000000001,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49088,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-20 18:00:00+00:00,2018-06-20 12:00:00-06:00,no2,0.002,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49091,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-20 18:00:00+00:00,2018-06-20 12:00:00-06:00,no2,0.006999999999999999,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49096,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-20 18:00:00+00:00,2018-06-20 12:00:00-06:00,no2,0.006999999999999999,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49098,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-20 17:00:00+00:00,2018-06-20 11:00:00-06:00,no2,0.01,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49100,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-20 17:00:00+00:00,2018-06-20 11:00:00-06:00,no2,0.006999999999999999,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49105,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-20 17:00:00+00:00,2018-06-20 11:00:00-06:00,no2,0.003,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49114,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-20 13:00:00+00:00,2018-06-20 07:00:00-06:00,no2,0.013999999999999999,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49123,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-20 13:00:00+00:00,2018-06-20 07:00:00-06:00,no2,0.019,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49125,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-20 13:00:00+00:00,2018-06-20 07:00:00-06:00,no2,0.013999999999999999,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49128,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-20 12:00:00+00:00,2018-06-20 06:00:00-06:00,no2,0.01,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49133,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-20 12:00:00+00:00,2018-06-20 06:00:00-06:00,no2,0.015,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49135,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-20 12:00:00+00:00,2018-06-20 06:00:00-06:00,no2,0.021,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49140,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-20 11:00:00+00:00,2018-06-20 05:00:00-06:00,no2,0.02,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49142,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-20 11:00:00+00:00,2018-06-20 05:00:00-06:00,no2,0.016,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49150,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-20 11:00:00+00:00,2018-06-20 05:00:00-06:00,no2,0.015,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49158,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-20 10:00:00+00:00,2018-06-20 04:00:00-06:00,no2,0.012,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49159,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-20 10:00:00+00:00,2018-06-20 04:00:00-06:00,no2,0.011000000000000001,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49162,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-20 10:00:00+00:00,2018-06-20 04:00:00-06:00,no2,0.013999999999999999,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49171,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-20 09:00:00+00:00,2018-06-20 03:00:00-06:00,no2,0.005,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49172,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-20 09:00:00+00:00,2018-06-20 03:00:00-06:00,no2,0.008,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49182,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-20 09:00:00+00:00,2018-06-20 03:00:00-06:00,no2,0.012,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49188,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-20 07:00:00+00:00,2018-06-20 01:00:00-06:00,no2,0.015,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49191,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-20 07:00:00+00:00,2018-06-20 01:00:00-06:00,no2,0.017,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49197,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-20 07:00:00+00:00,2018-06-20 01:00:00-06:00,no2,0.008,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49201,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-20 04:00:00+00:00,2018-06-19 22:00:00-06:00,no2,0.017,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49206,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-20 04:00:00+00:00,2018-06-19 22:00:00-06:00,no2,0.005,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49212,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-20 02:00:00+00:00,2018-06-19 20:00:00-06:00,no2,0.003,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49215,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-20 02:00:00+00:00,2018-06-19 20:00:00-06:00,no2,0.006999999999999999,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49223,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-20 02:00:00+00:00,2018-06-19 20:00:00-06:00,no2,0.011000000000000001,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49228,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-20 01:00:00+00:00,2018-06-19 19:00:00-06:00,no2,0.004,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49229,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-20 01:00:00+00:00,2018-06-19 19:00:00-06:00,no2,0.011000000000000001,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49239,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-20 01:00:00+00:00,2018-06-19 19:00:00-06:00,no2,0.009000000000000001,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49253,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-20 00:00:00+00:00,2018-06-19 18:00:00-06:00,no2,0.012,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49254,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-20 00:00:00+00:00,2018-06-19 18:00:00-06:00,no2,0.002,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49255,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-20 00:00:00+00:00,2018-06-19 18:00:00-06:00,no2,0.008,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49262,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-19 23:00:00+00:00,2018-06-19 17:00:00-06:00,no2,0.008,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49264,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-19 23:00:00+00:00,2018-06-19 17:00:00-06:00,no2,0.002,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49269,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-19 23:00:00+00:00,2018-06-19 17:00:00-06:00,no2,0.01,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49271,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-19 22:00:00+00:00,2018-06-19 16:00:00-06:00,no2,0.012,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49273,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-19 22:00:00+00:00,2018-06-19 16:00:00-06:00,no2,0.009000000000000001,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49274,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-19 22:00:00+00:00,2018-06-19 16:00:00-06:00,no2,0.005,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49286,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-19 21:00:00+00:00,2018-06-19 15:00:00-06:00,no2,0.011000000000000001,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49292,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-19 21:00:00+00:00,2018-06-19 15:00:00-06:00,no2,0.01,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49305,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-19 20:00:00+00:00,2018-06-19 14:00:00-06:00,no2,0.012,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49310,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-19 20:00:00+00:00,2018-06-19 14:00:00-06:00,no2,0.013999999999999999,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49312,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-19 20:00:00+00:00,2018-06-19 14:00:00-06:00,no2,0.006,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49314,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-19 19:00:00+00:00,2018-06-19 13:00:00-06:00,no2,0.008,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49315,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-19 19:00:00+00:00,2018-06-19 13:00:00-06:00,no2,0.012,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49323,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-19 19:00:00+00:00,2018-06-19 13:00:00-06:00,no2,0.013999999999999999,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49332,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-19 17:00:00+00:00,2018-06-19 11:00:00-06:00,no2,0.006,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49333,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-19 17:00:00+00:00,2018-06-19 11:00:00-06:00,no2,0.004,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49346,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-19 16:00:00+00:00,2018-06-19 10:00:00-06:00,no2,0.006,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49347,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-19 16:00:00+00:00,2018-06-19 10:00:00-06:00,no2,0.006999999999999999,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49353,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-19 15:00:00+00:00,2018-06-19 09:00:00-06:00,no2,0.008,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49357,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-19 15:00:00+00:00,2018-06-19 09:00:00-06:00,no2,0.008,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49362,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-19 14:00:00+00:00,2018-06-19 08:00:00-06:00,no2,0.009000000000000001,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49363,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-19 14:00:00+00:00,2018-06-19 08:00:00-06:00,no2,0.011000000000000001,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49380,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-19 13:00:00+00:00,2018-06-19 07:00:00-06:00,no2,0.013999999999999999,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49382,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-19 13:00:00+00:00,2018-06-19 07:00:00-06:00,no2,0.01,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49387,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-19 13:00:00+00:00,2018-06-19 07:00:00-06:00,no2,0.012,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49392,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-19 12:00:00+00:00,2018-06-19 06:00:00-06:00,no2,0.006999999999999999,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49397,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-19 12:00:00+00:00,2018-06-19 06:00:00-06:00,no2,0.013999999999999999,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49401,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-19 12:00:00+00:00,2018-06-19 06:00:00-06:00,no2,0.015,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49405,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-19 11:00:00+00:00,2018-06-19 05:00:00-06:00,no2,0.01,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49415,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-19 11:00:00+00:00,2018-06-19 05:00:00-06:00,no2,0.008,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49416,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-19 11:00:00+00:00,2018-06-19 05:00:00-06:00,no2,0.002,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49419,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-19 10:00:00+00:00,2018-06-19 04:00:00-06:00,no2,0.002,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49424,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-19 10:00:00+00:00,2018-06-19 04:00:00-06:00,no2,0.006,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49425,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-19 10:00:00+00:00,2018-06-19 04:00:00-06:00,no2,0.003,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49436,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-19 09:00:00+00:00,2018-06-19 03:00:00-06:00,no2,0.006,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49442,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-19 09:00:00+00:00,2018-06-19 03:00:00-06:00,no2,0.003,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49444,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-19 09:00:00+00:00,2018-06-19 03:00:00-06:00,no2,0.002,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49447,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-19 07:00:00+00:00,2018-06-19 01:00:00-06:00,no2,0.005,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49452,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-19 07:00:00+00:00,2018-06-19 01:00:00-06:00,no2,0.003,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49461,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-19 07:00:00+00:00,2018-06-19 01:00:00-06:00,no2,0.001,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49464,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-19 06:00:00+00:00,2018-06-19 00:00:00-06:00,no2,0.008,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49473,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-19 06:00:00+00:00,2018-06-19 00:00:00-06:00,no2,0.003,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49475,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-19 06:00:00+00:00,2018-06-19 00:00:00-06:00,no2,0.01,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49481,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-19 05:00:00+00:00,2018-06-18 23:00:00-06:00,no2,0.006999999999999999,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49494,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-19 04:00:00+00:00,2018-06-18 22:00:00-06:00,no2,0.009000000000000001,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49498,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-19 04:00:00+00:00,2018-06-18 22:00:00-06:00,no2,0.003,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49507,La Casa NCORE - 4545,Denver-Aurora,US,2018-06-19 03:00:00+00:00,2018-06-18 21:00:00-06:00,no2,0.01,ppm,39.7794,-105.00523000000001,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49508,Welby - 78th Ave. &,Denver-Aurora,US,2018-06-19 03:00:00+00:00,2018-06-18 21:00:00-06:00,no2,0.004,ppm,39.8392,-104.9489,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49511,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-19 03:00:00+00:00,2018-06-18 21:00:00-06:00,no2,0.013999999999999999,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
49516,Denver - CAMP - 2105,Denver-Aurora,US,2018-06-19 02:00:00+00:00,2018-06-18 20:00:00-06:00,no2,0.013999999999999999,ppm,39.751098999999996,-104.98719799999999,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Colorado Department of Public Health and Environment""}]"
